Año  ;Código Único  ;Tipo Institución 1  ;Tipo Institución 2  ;Tipo Institución 3  ;Región Sede  ;Provincia Sede  ;Comuna Sede  ;Área del conocimiento  ;Cine-F 97 Área;Cine-F 97 Subárea;Área Carrera Genérica;Cine-F 13 Área;Cine-F 13 Subárea;Tipo de institución  ;Código IES  ;Nombre IES  ;Código Sede  ;Nombre Sede  ;Código Carrera  ;Nombre Carrera  ;Modalidad  ;Jornada  ;Versión  ;Tipo Carrera  ;Plan Especial  ;Duración Estudios  ;Duración Titulación  ;Duración Total  ;Régimen ;Duración formal del Régimen ;Nombre Título  ;Grado Académico  ;Nivel Global  ;Nivel Carrera  ;Demre;Año Inicio  ;Acreditación Carrera o Programa ;Elegibilidad Beca Pedagogía  ;Pedagogía Medicina Odontología, Otro  ;Requisito Ingreso  ;Semestres reconocidos ;Área Actual  ;Área Dest Agricultura  ;Área Dest Ciencias  ;Área Dest C Soc Comerc Derecho  ;Área Dest Educación  ;Área Dest Humanidades y Artes   ;Área Dest Ing Ind Const  ;Área Dest Salud y Serv Soc  ;Área Dest Servicios  ;Ponderación Notas  ;Ponderación Ranking Notas  ;Ponderación Lenguaje  ;Ponderación Matemáticas  ;Ponderación Historia  ;Ponderación Ciencias  ;Ponderación Otros  ;Vacantes Semestre Uno  ;Vacantes Semestre Dos  ;Formato Valor;Matrícula Anual  ;Costo Titulación  ;Costo Certificado Diploma  ;Arancel Anual  ;Vigencia  
OFE_2022;I143S26C645J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Logística;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;645;TECNICO EN OPERACIONES LOGISTICAS;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN OPERACIONES LOGISTICAS;;Pregrado;Técnico de Nivel Superior;;2018;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;1;0;0;;;;;;;;132;0;Monto en Pesos;200000;640000;0;1990000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C650J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ciencias;Informática;Ingeniería en Conectividad y Redes;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;26;SEDE BELLAVISTA;650;INGENIERIA EN CIBERSEGURIDAD;Presencial;Diurno;1;Plan Regular;NO APLICA;9;1;9;1;9;INGENIERO EN CIBERSEGURIDAD;;Pregrado;Profesional Sin Licenciatura;;2019;No Acreditada;No Elegible;;Educación Media;0;2;0;0;0;0;0;0;0;0;;;;;;;;19;0;Monto en Pesos;200000;200000;0;1950000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C650J1V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ciencias;Informática;Ingeniería en Conectividad y Redes;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;26;SEDE BELLAVISTA;650;INGENIERIA EN CIBERSEGURIDAD;Presencial;Diurno;2;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN CIBERSEGURIDAD;;Pregrado;Profesional Sin Licenciatura;;2020;No Acreditada;No Elegible;;Educación Media;0;2;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1950000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C650J2V2;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ciencias;Informática;Ingeniería en Conectividad y Redes;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;26;SEDE BELLAVISTA;650;INGENIERIA EN CIBERSEGURIDAD;Presencial;Vespertino;2;Plan Regular;NO APLICA;9;1;9;1;9;INGENIERO EN CIBERSEGURIDAD;;Pregrado;Profesional Sin Licenciatura;;2019;No Acreditada;No Elegible;;Educación Media;0;2;0;0;0;0;0;0;0;0;;;;;;;;30;0;Monto en Pesos;200000;200000;0;1980000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C650J2V3;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ciencias;Informática;Ingeniería en Conectividad y Redes;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;26;SEDE BELLAVISTA;650;INGENIERIA EN CIBERSEGURIDAD;Presencial;Vespertino;3;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN CIBERSEGURIDAD;;Pregrado;Profesional Sin Licenciatura;;2020;No Acreditada;No Elegible;;Educación Media;0;2;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1980000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C651J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;651;TECNICO EN ADMINISTRACION DE EMPRESAS;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS;;Pregrado;Técnico de Nivel Superior;;2019;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;50;0;Monto en Pesos;200000;580000;0;1820000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C651J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;651;TECNICO EN ADMINISTRACION DE EMPRESAS;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS;;Pregrado;Técnico de Nivel Superior;;2019;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;235;0;Monto en Pesos;200000;640000;0;1960000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C651J3V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Empresas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;651;TECNICO EN ADMINISTRACION DE EMPRESAS;Semipresencial;Semipresencial;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ADMINISTRACION DE EMPRESAS;;Pregrado;Técnico de Nivel Superior;;2019;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;15;0;Monto en Pesos;200000;640000;0;1960000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C652J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Servicios;Servicios Personales;Técnico en Turismo y Hotelería;Servicios;Servicios personales;D;143;IP AIEP;26;SEDE BELLAVISTA;652;TECNICO EN ADMINISTRACION HOTELERA Y RESORTS INTERNACIONAL;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO EN ADMINISTRACION HOTELERA Y RESORTS INTERNACIONAL;;Pregrado;Técnico de Nivel Superior;;2019;No Acreditada;No Elegible;;Educación Media;0;8;0;0;0;0;0;0;0;1;;;;;;;;17;0;Monto en Pesos;200000;200000;0;1990000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C652J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Servicios;Servicios Personales;Técnico en Turismo y Hotelería;Servicios;Servicios personales;D;143;IP AIEP;26;SEDE BELLAVISTA;652;TECNICO EN ADMINISTRACION HOTELERA Y RESORTS INTERNACIONAL;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO EN ADMINISTRACION HOTELERA Y RESORTS INTERNACIONAL;;Pregrado;Técnico de Nivel Superior;;2019;No Acreditada;No Elegible;;Educación Media;0;8;0;0;0;0;0;0;0;1;;;;;;;;9;0;Monto en Pesos;200000;200000;0;2032000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C653J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Ciencias Sociales;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración Pública o Municipal;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;653;TECNICO EN ADMINISTRACION PUBLICA;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO EN ADMINISTRACION PUBLICA DE NIVEL SUPERIOR;;Pregrado;Técnico de Nivel Superior;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;14;0;Monto en Pesos;200000;586000;0;1830000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C653J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Ciencias Sociales;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración Pública o Municipal;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;653;TECNICO EN ADMINISTRACION PUBLICA;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO EN ADMINISTRACION PUBLICA DE NIVEL SUPERIOR;;Pregrado;Técnico de Nivel Superior;;2020;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;54;0;Monto en Pesos;200000;590000;0;1820000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C654J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Instrumentación, Automatización y Control Industrial;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;D;143;IP AIEP;26;SEDE BELLAVISTA;654;TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO NIVEL SUPERIOR EN AUTOMATIZACION Y CONTROL INDUSTRIAL;;Pregrado;Técnico de Nivel Superior;;2019;No Acreditada;No Elegible;;Educación Media;0;6;1;0;0;0;0;1;0;0;;;;;;;;12;0;Monto en Pesos;200000;650000;0;1940000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C654J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Instrumentación, Automatización y Control Industrial;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;D;143;IP AIEP;26;SEDE BELLAVISTA;654;TECNICO EN AUTOMATIZACION Y CONTROL INDUSTRIAL;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO NIVEL SUPERIOR EN AUTOMATIZACION Y CONTROL INDUSTRIAL;;Pregrado;Técnico de Nivel Superior;;2019;No Acreditada;No Elegible;;Educación Media;0;6;1;0;0;0;0;1;0;0;;;;;;;;21;0;Monto en Pesos;200000;700000;0;2150000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C655J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración en Marketing;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;655;TECNICO EN MARKETING DIGITAL;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN MARKETING DIGITAL;;Pregrado;Técnico de Nivel Superior;;2020;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;67;0;Monto en Pesos;200000;601000;0;1860000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C655J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración en Marketing;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;655;TECNICO EN MARKETING DIGITAL;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN MARKETING DIGITAL;;Pregrado;Técnico de Nivel Superior;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;15;0;Monto en Pesos;200000;643000;0;2010000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C660J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Ciencias Sociales;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración Pública;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;660;ADMINISTRACION PUBLICA;Presencial;Diurno;1;Plan Regular;NO APLICA;8;1;8;1;8;ADMINISTRADOR PUBLICO;;Pregrado;Profesional Sin Licenciatura;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;19;0;Monto en Pesos;200000;200000;0;1810000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C660J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Ciencias Sociales;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Administración Pública;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;660;ADMINISTRACION PUBLICA;Presencial;Vespertino;1;Plan Regular;NO APLICA;8;1;8;1;8;ADMINISTRADOR PUBLICO;;Pregrado;Profesional Sin Licenciatura;;2020;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;87;0;Monto en Pesos;200000;200000;0;1810000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C664J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Electricidad;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;D;143;IP AIEP;26;SEDE BELLAVISTA;664;INGENIERIA EN ELECTRICIDAD Y ENERGIAS RENOVABLES;Presencial;Diurno;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN ELECTRICIDAD Y ENERGIAS RENOVABLES;;Pregrado;Profesional Sin Licenciatura;;2021;No Acreditada;No Elegible;;Educación Media;0;6;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;2061000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C664J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Ingeniería en Electricidad;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;D;143;IP AIEP;26;SEDE BELLAVISTA;664;INGENIERIA EN ELECTRICIDAD Y ENERGIAS RENOVABLES;Presencial;Vespertino;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN ELECTRICIDAD Y ENERGIAS RENOVABLES;;Pregrado;Profesional Sin Licenciatura;;2021;No Acreditada;No Elegible;;Educación Media;0;6;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;2061000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C665J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Ingeniería en Logística;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;665;INGENIERIA EN GESTION DE OPERACIONES LOGISTICAS;Presencial;Vespertino;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN GESTION DE OPERACIONES LOGISTICAS;;Pregrado;Profesional Sin Licenciatura;;2022;No Acreditada;No Elegible;;Educación Media;0;3;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1860000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C666J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ciencias;Informática;Ingeniería en Conectividad y Redes;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;26;SEDE BELLAVISTA;666;INGENIERIA EN INFRAESTRUCTURA Y SEGURIDAD DE REDES;Presencial;Vespertino;1;Plan Regular;NO APLICA;8;1;8;1;8;INGENIERO EN INFRAESTRUCTURA Y SEGURIDAD DE REDES;;Pregrado;Profesional Sin Licenciatura;;2020;No Acreditada;No Elegible;;Educación Media;0;2;0;0;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;200000;0;1980000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C668J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Ventas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;668;TECNICO EN COMERCIO ELECTRONICO;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN COMERCIO ELECTRONICO;;Pregrado;Técnico de Nivel Superior;;2020;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;570000;0;1780000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C668J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Ciencias Sociales, Enseñanza Comercial y Derecho;Enseñanza Comercial y Administración;Técnico en Administración de Ventas;Administración de Empresas y Derecho;Educación Comercial y Administración;D;143;IP AIEP;26;SEDE BELLAVISTA;668;TECNICO EN COMERCIO ELECTRONICO;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN COMERCIO ELECTRONICO;;Pregrado;Técnico de Nivel Superior;;2021;No Acreditada;No Elegible;;Educación Media;0;3;0;0;1;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;570000;0;1780000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C677J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ciencias;Informática;Técnico en Computación e Informática;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;26;SEDE BELLAVISTA;677;TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN PROGRAMACION Y ANALISIS DE SISTEMAS;;Pregrado;Técnico de Nivel Superior;;2020;No Acreditada;No Elegible;;Educación Media;0;2;0;1;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;597000;0;1820000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C677J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ciencias;Informática;Técnico en Computación e Informática;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;26;SEDE BELLAVISTA;677;TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN PROGRAMACION Y ANALISIS DE SISTEMAS;;Pregrado;Técnico de Nivel Superior;;2020;No Acreditada;No Elegible;;Educación Media;0;2;0;1;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;643000;0;1980000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C677J3V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ciencias;Informática;Técnico en Computación e Informática;Tecnología de la Información y la Comunicación (TIC);Tecnología de la Información y la Comunicación (TIC);D;143;IP AIEP;26;SEDE BELLAVISTA;677;TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS;Semipresencial;Semipresencial;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN PROGRAMACION Y ANALISIS DE SISTEMAS;;Pregrado;Técnico de Nivel Superior;;2020;No Acreditada;No Elegible;;Educación Media;0;2;0;1;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;643000;0;1980000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C691J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Servicios;Servicios Personales;Técnico en Turismo y Hotelería;Servicios;Servicios personales;D;143;IP AIEP;26;SEDE BELLAVISTA;691;TECNICO EN HOTELERIA;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN HOTELERIA;;Pregrado;Técnico de Nivel Superior;;2021;No Acreditada;No Elegible;;Educación Media;0;8;0;0;0;0;0;0;0;1;;;;;;;;1;0;Monto en Pesos;200000;637000;0;1990000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C691J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Administración y Comercio;Servicios;Servicios Personales;Técnico en Turismo y Hotelería;Servicios;Servicios personales;D;143;IP AIEP;26;SEDE BELLAVISTA;691;TECNICO EN HOTELERIA;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN HOTELERIA;;Pregrado;Técnico de Nivel Superior;;2021;No Acreditada;No Elegible;;Educación Media;0;8;0;0;0;0;0;0;0;1;;;;;;;;20;0;Monto en Pesos;200000;637000;0;1990000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C693J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Tecnología;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;Técnico en Electromecánica;Ingeniería, Industria y Construcción;Ingeniería y Profesiones Afines;D;143;IP AIEP;26;SEDE BELLAVISTA;693;TECNICO EN MANTENIMIENTO ELECTROMECANICO EN MAQUINARIA PESADA;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN MANTENIMIENTO ELECTROMECANICO DE MAQUINARIA PESADA;;Pregrado;Técnico de Nivel Superior;;2021;No Acreditada;No Elegible;;Educación Media;0;6;0;0;0;0;0;1;0;0;;;;;;;;17;0;Monto en Pesos;200000;634000;0;1980000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C69J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Salud;Salud y Servicios Sociales;Medicina;Técnico en Enfermería;Salud y Bienestar;Salud;D;143;IP AIEP;26;SEDE BELLAVISTA;69;TECNICO EN ENFERMERIA MENCION EN URGENCIA;Presencial;Diurno;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ENFERMERIA CON MENCION EN URGENCIA;;Pregrado;Técnico de Nivel Superior;;2013;No Acreditada;No Elegible;;Educación Media;0;7;0;0;0;0;0;0;1;0;;;;;;;;72;0;Monto en Pesos;200000;763000;0;2400000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C69J2V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Salud;Salud y Servicios Sociales;Medicina;Técnico en Enfermería;Salud y Bienestar;Salud;D;143;IP AIEP;26;SEDE BELLAVISTA;69;TECNICO EN ENFERMERIA MENCION EN URGENCIA;Presencial;Vespertino;1;Plan Regular;NO APLICA;5;1;5;1;5;TECNICO DE NIVEL SUPERIOR EN ENFERMERIA CON MENCION EN URGENCIA;;Pregrado;Técnico de Nivel Superior;;2013;No Acreditada;No Elegible;;Educación Media;0;7;0;0;0;0;0;0;1;0;;;;;;;;85;0;Monto en Pesos;200000;763000;0;2470000;Vigente con Alumnos Nuevos
OFE_2022;I143S26C700J1V1;Institutos Profesionales;Institutos Profesionales;Institutos Profesionales;REGION METROPOLITANA;SANTIAGO;SANTIAGO;Ciencias Básicas;Ciencias;Matemáticas y Estadísticas;Otros Técnicos de Ciencias Básicas;Ciencias naturales, matemáticas y estadística;Matemáticas y Estadísticas;D;143;IP AIEP;26;SEDE BELLAVISTA;700;TECNICO EN ANALISIS DE DATOS;Presencial;Diurno;1;Plan Regular;NO APLICA;4;1;4;1;4;TECNICO DE NIVEL SUPERIOR EN ANALISIS DE DATOS;;Pregrado;Técnico de Nivel Superior;;2022;No Acreditada;No Elegible;;Educación Media;0;2;0;1;0;0;0;0;0;0;;;;;;;;1;0;Monto en Pesos;200000;576000;0;1800000;Vigente con Alumnos Nuevos
